step,fundamental,mid,spread,bid_depth,ask_depth,inventory,cash,pnl,trades
437,98.37,98.5,1.3,190,190,-31,4312.98,1259.48,428
438,98.4,98.53,1.3,190,190,-31,4312.98,1258.55,428
439,98.46,98.6,1.32,190,172,-41,5305.38,1262.78,430
440,98.52,98.52,1.6,172,190,-31,4324.98,1270.86,432
441,98.63,98.76,1.3,190,190,-31,4324.98,1263.42,432
442,98.65,98.64,1.58,175,190,-21,3343.68,1272.24,434
443,98.62,98.71,1.3,190,186,-25,3741.12,1273.37,435
444,98.62,98.725,1.29,190,188,-27,3939.86,1274.285,436
445,98.66,98.64,1.56,174,190,-17,2958.66,1281.78,438
446,98.66,98.73,1.3,184,190,-11,2370.18,1284.15,439
447,98.7,98.745,1.29,190,190,-11,2370.18,1283.985,439
448,98.62,98.565,1.49,178,190,-1,1389.98,1291.415,441
449,98.64,98.645,1.29,187,190,2,1095.98,1293.27,442
450,98.66,98.65,1.3,190,188,0,1294.58,1294.58,443
451,98.71,98.635,1.45,179,190,10,313.98,1300.33,445
452,98.72,98.68,1.3,185,190,15,-176.17,1304.03,446
453,98.7,98.64,1.3,185,190,20,-666.12,1306.68,447
454,98.64,98.675,1.53,190,173,10,325.98,1312.73,449
455,98.74,98.645,1.41,180,190,20,-654.52,1318.38,450
456,98.68,98.565,1.37,180,190,30,-1634.02,1322.93,451
457,98.7,98.715,1.57,190,179,20,-641.72,1332.58,453
458,98.65,98.535,1.37,174,190,30,-1620.92,1335.13,455
459,98.65,98.53,1.3,190,190,30,-1620.92,1334.98,455
460,98.62,98.5,1.3,187,190,33,-1914.47,1336.03,456
461,98.67,98.535,1.29,190,190,33,-1914.47,1337.185,456
462,98.76,98.63,1.3,190,190,33,-1914.47,1340.32,456
463,98.78,98.79,1.58,190,180,23,-921.47,1350.7,457
464,98.79,98.7,1.3,190,190,23,-921.47,1348.63,457
465,98.8,98.71,1.3,188,190,25,-1117.59,1350.16,458
466,98.83,98.73,1.3,187,190,28,-1411.83,1352.61,459
467,98.7,98.57,1.34,175,190,38,-2391.23,1354.43,461
468,98.67,98.52,1.3,176,190,38,-2391.23,1352.53,462
469,98.64,98.49,1.3,190,190,38,-2391.23,1351.39,462
470,98.72,98.57,1.3,180,190,38,-2391.23,1354.43,463
471,98.67,98.67,1.6,190,180,28,-1399.53,1363.23,464
472,98.68,98.57,1.3,188,190,30,-1595.37,1361.73,465
473,98.69,98.57,1.3,186,190,34,-1987.05,1364.33,466
474,98.7,98.565,1.29,190,187,31,-1689.42,1366.095,467
475,98.64,98.52,1.3,190,185,26,-1193.57,1367.95,468
476,98.58,98.48,1.3,183,190,33,-1878.38,1371.46,469
477,98.59,98.46,1.3,190,190,33,-1878.38,1370.8,469
478,98.55,98.42,1.3,187,190,36,-2171.69,1371.43,470
479,98.5,98.505,1.59,190,174,26,-1181.59,1379.54,472
480,98.6,98.5,1.3,184,190,32,-1768.69,1383.31,473
481,98.61,98.485,1.29,190,190,32,-1768.69,1382.83,473
482,98.54,98.415,1.29,190,187,29,-1471.51,1382.525,474
483,98.61,98.48,1.34,174,190,39,-2450.01,1390.71,476
484,98.47,98.32,1.3,188,190,39,-2450.01,1384.47,477
485,98.5,98.35,1.3,190,187,36,-2153.01,1387.59,478
486,98.46,98.315,1.31,174,190,46,-3129.71,1392.78,480
487,98.49,98.49,1.6,190,175,36,-2140.11,1405.53,482
488,98.45,98.31,1.3,190,190,36,-2140.11,1399.05,482
489,98.46,98.32,1.3,184,190,42,-2726.13,1403.31,483
490,98.42,98.265,1.29,181,190,42,-2726.13,1401.0,484
491,98.37,98.215,1.29,190,190,42,-2726.13,1398.9,484
492,98.32,98.165,1.29,179,190,42,-2726.13,1396.8,485
493,98.3,98.145,1.29,190,190,42,-2726.13,1395.96,485
494,98.3,98.145,1.29,176,190,42,-2726.13,1395.96,486
495,98.29,98.135,1.29,190,190,42,-2726.13,1395.54,486
496,98.29,98.135,1.29,182,190,42,-2726.13,1395.54,487
497,98.35,98.195,1.29,190,190,42,-2726.13,1398.06,487
498,98.35,98.195,1.29,190,188,40,-2528.45,1399.35,488
499,98.35,98.2,1.3,190,185,35,-2034.2,1402.8,489
500,98.33,98.2,1.3,190,190,35,-2034.2,1402.8,489
501,98.45,98.31,1.32,178,190,45,-3010.9,1413.05,491
502,98.38,98.22,1.28,190,182,37,-2220.02,1414.12,492
503,98.36,98.365,1.59,190,177,27,-1231.32,1424.535,494
504,98.32,98.195,1.35,177,190,37,-2207.02,1426.195,496
505,98.33,98.335,1.59,190,178,27,-1218.62,1436.425,498
506,98.34,98.215,1.35,173,190,37,-2194.52,1439.435,500
507,98.3,98.165,1.29,183,190,44,-2877.16,1442.1,501
508,98.31,98.155,1.29,178,190,44,-2877.16,1441.66,502
509,98.35,98.35,1.6,190,173,34,-1888.76,1455.14,504
510,98.38,98.255,1.29,190,190,34,-1888.76,1451.91,504
511,98.34,98.2,1.32,178,190,44,-2864.46,1456.34,506
512,98.27,98.115,1.29,178,190,44,-2864.46,1452.6,507
513,98.19,98.035,1.29,186,190,44,-2864.46,1449.08,508
514,98.37,98.215,1.29,190,190,44,-2864.46,1457.0,508
515,98.41,98.255,1.29,181,190,44,-2864.46,1458.76,509
516,98.45,98.295,1.29,190,185,39,-2369.76,1463.745,510
517,98.43,98.29,1.3,190,183,32,-1677.18,1468.1,511
518,98.49,98.51,1.56,190,178,22,-686.98,1480.24,513
519,98.49,98.41,1.3,190,190,22,-686.98,1478.04,513
520,98.35,98.27,1.3,190,190,22,-686.98,1474.96,513
521,98.39,98.275,1.37,177,190,32,-1663.58,1481.22,515
522,98.47,98.355,1.29,190,182,24,-871.58,1488.94,516
523,98.43,98.31,1.36,173,190,34,-1848.58,1493.96,518
524,98.38,98.26,1.3,182,190,42,-2629.46,1497.46,519
525,98.42,98.27,1.3,178,190,42,-2629.46,1497.88,520
526,98.49,98.34,1.3,181,190,42,-2629.46,1500.82,521
527,98.52,98.37,1.3,190,190,42,-2629.46,1502.08,521
528,98.5,98.35,1.3,190,190,42,-2629.46,1501.24,521
529,98.42,98.27,1.3,190,189,41,-2530.54,1498.53,522
530,98.5,98.355,1.29,186,190,45,-2921.38,1504.595,523
531,98.47,98.47,1.6,190,177,35,-1931.78,1514.67,525
532,98.52,98.4,1.3,190,185,30,-1436.53,1515.47,526
533,98.57,98.465,1.29,190,190,30,-1436.53,1517.42,526
534,98.62,98.515,1.29,190,190,30,-1436.53,1518.92,526
535,98.58,98.475,1.29,190,190,30,-1436.53,1517.72,526
536,98.64,98.51,1.34,178,190,40,-2415.43,1524.97,528
537,98.73,98.59,1.3,190,190,40,-2415.43,1528.17,528
538,98.77,98.63,1.3,189,190,41,-2513.41,1530.42,529
539,98.82,98.825,1.59,190,179,31,-1520.11,1543.465,531
540,98.8,98.82,1.56,190,179,21,-526.71,1548.51,533
541,98.84,98.88,1.52,190,175,11,467.49,1555.17,535
542,98.81,98.77,1.3,190,190,11,467.49,1553.96,535
543,98.8,98.76,1.3,190,185,6,964.54,1557.1,536
544,98.88,98.86,1.3,181,190,15,80.65,1563.55,537
545,98.89,98.94,1.5,190,174,5,1075.55,1570.25,539
546,99.02,99.0,1.3,183,190,12,387.1,1575.1,540
547,99.13,99.09,1.3,186,190,16,-6.66,1578.78,541
548,99.13,99.075,1.29,182,190,24,-794.1,1583.7,542
549,99.17,99.09,1.3,190,190,24,-794.1,1584.06,542
550,99.21,99.13,1.3,190,190,24,-794.1,1585.02,542
551,99.24,99.125,1.37,180,190,34,-1779.2,1591.05,543
552,99.29,99.155,1.33,173,190,44,-2764.5,1598.32,545
553,99.36,99.36,1.6,190,173,34,-1765.9,1612.34,547
554,99.35,99.235,1.29,190,181,25,-866.98,1613.895,548
555,99.41,99.325,1.29,190,184,19,-267.16,1620.015,549
556,99.37,99.305,1.29,187,190,22,-563.14,1621.57,550
557,99.36,99.285,1.29,190,190,22,-563.14,1621.13,550
558,99.35,99.28,1.3,190,183,15,136.37,1625.57,551
559,99.25,99.2,1.3,190,187,12,435.92,1626.32,552
560,99.22,99.18,1.3,190,190,12,435.92,1626.08,552
561,99.15,99.11,1.3,190,190,12,435.92,1625.24,552
562,99.09,98.995,1.41,174,190,22,-548.08,1629.81,554
563,99.08,99.12,1.52,190,174,12,448.52,1637.96,556
564,99.14,99.045,1.41,178,190,22,-535.98,1643.01,558
565,99.21,99.14,1.3,189,190,23,-634.47,1645.75,559
566,99.12,99.045,1.29,190,190,23,-634.47,1643.565,559
567,99.23,99.155,1.29,190,182,15,163.93,1651.255,560
568,99.28,99.18,1.4,177,190,25,-821.87,1657.63,562
569,99.17,99.055,1.37,180,190,35,-1806.27,1660.655,563
570,99.27,99.14,1.34,173,190,45,-2791.37,1669.93,565
571,99.16,99.015,1.29,190,190,45,-2791.37,1664.305,565
572,99.19,99.045,1.29,184,190,51,-3381.77,1669.525,566
573,99.22,99.06,1.28,190,189,50,-3282.07,1670.93,567
574,99.36,99.205,1.29,190,190,50,-3282.07,1678.18,567
575,99.38,99.225,1.29,175,190,50,-3282.07,1679.18,568
576,99.29,99.135,1.29,184,190,50,-3282.07,1674.68,569
577,99.28,99.28,1.6,190,174,40,-2284.37,1686.83,571
578,99.19,99.065,1.29,190,185,35,-1785.82,1681.455,572
579,99.14,99.03,1.3,190,182,27,-988.38,1685.43,573
580,99.19,99.105,1.29,190,190,27,-988.38,1687.455,573
581,99.25,99.13,1.36,177,190,37,-1973.58,1694.23,575
582,99.22,99.105,1.29,190,188,35,-1774.08,1694.595,576
583,99.14,99.03,1.3,190,190,35,-1774.08,1691.97,576
584,99.12,99.14,1.56,190,179,25,-777.48,1701.02,578
585,99.16,99.08,1.3,190,190,25,-777.48,1699.52,578
586,99.17,99.055,1.37,178,190,35,-1761.88,1705.045,580
587,99.15,99.04,1.3,190,189,34,-1662.19,1705.17,581
588,99.1,99.125,1.55,190,173,24,-665.79,1713.21,583
589,99.16,99.2,1.52,190,176,14,331.51,1720.31,585
590,99.26,99.215,1.29,190,190,14,331.51,1720.52,585
591,99.24,99.195,1.29,188,190,16,134.41,1721.53,586
592,99.32,99.27,1.3,181,190,25,-753.17,1728.58,587
593,99.34,99.265,1.29,188,190,27,-950.41,1729.745,588
594,99.31,99.23,1.3,190,188,25,-750.65,1730.1,589
595,99.28,99.205,1.29,190,184,19,-151.55,1733.345,590
596,99.34,99.28,1.3,190,190,19,-151.55,1734.77,590
597,99.4,99.445,1.51,190,175,9,848.35,1743.355,592
598,99.28,99.19,1.42,180,190,19,-137.75,1746.86,593
599,99.21,99.155,1.29,190,190,19,-137.75,1746.195,593
600,99.17,99.115,1.29,190,190,19,-137.75,1745.435,593
601,99.15,99.095,1.29,190,190,19,-137.75,1745.055,593
602,99.13,99.18,1.5,190,177,9,859.45,1752.07,595
603,99.19,99.1,1.42,175,190,19,-125.75,1757.15,597
604,99.23,99.175,1.29,189,190,20,-224.28,1759.22,598
605,99.2,99.245,1.51,190,173,10,773.62,1766.07,600
606,99.05,99.02,1.3,184,190,16,183.4,1767.72,601
607,99.0,98.955,1.29,190,190,16,183.4,1766.68,601
608,99.01,98.965,1.29,190,183,9,880.67,1771.355,602
609,99.09,99.065,1.29,184,190,15,290.15,1776.125,603
610,99.01,98.91,1.4,173,190,25,-693.05,1779.7,605
611,98.98,98.905,1.29,190,186,21,-294.85,1782.155,606
612,98.8,98.695,1.39,176,190,31,-1275.75,1783.795,608
613,98.78,98.69,1.3,190,183,24,-580.37,1788.19,609
614,98.69,98.62,1.3,190,190,24,-580.37,1786.51,609
615,98.61,98.5,1.38,174,190,34,-1559.27,1789.73,611
616,98.6,98.475,1.35,176,190,44,-2537.77,1795.13,613
617,98.68,98.555,1.29,190,190,44,-2537.77,1798.65,613
618,98.78,98.655,1.29,190,185,39,-2041.27,1806.275,614
619,98.78,98.67,1.3,186,190,43,-2433.35,1809.46,615
620,98.73,98.595,1.33,180,190,53,-3412.95,1812.585,616
621,98.78,98.63,1.3,177,190,53,-3412.95,1814.44,617
622,98.78,98.63,1.3,190,190,53,-3412.95,1814.44,617
623,98.77,98.62,1.3,190,190,53,-3412.95,1813.91,617
624,98.73,98.58,1.3,176,190,53,-3412.95,1811.79,618
625,98.76,98.61,1.3,187,190,53,-3412.95,1813.38,619
626,98.78,98.63,1.3,190,190,53,-3412.95,1814.44,619
627,98.73,98.73,1.6,190,179,43,-2420.65,1824.74,621
628,98.75,98.63,1.3,190,190,43,-2420.65,1820.44,621
629,98.81,98.825,1.57,190,174,33,-1427.25,1833.975,623
630,98.79,98.67,1.36,176,190,43,-2407.75,1835.06,625
631,98.86,98.725,1.33,176,190,53,-3388.65,1843.775,627
632,98.82,98.675,1.29,190,189,52,-3289.33,1841.77,628
633,98.86,98.715,1.29,186,190,56,-3681.61,1846.43,629
634,98.8,98.645,1.29,185,190,56,-3681.61,1842.51,630
635,98.84,98.685,1.29,190,190,56,-3681.61,1844.75,630
636,98.91,98.755,1.29,179,190,56,-3681.61,1848.67,631
637,98.89,98.74,1.3,187,190,56,-3681.61,1847.83,632
638,98.92,98.77,1.3,190,190,56,-3681.61,1849.51,632
639,98.97,98.82,1.3,190,190,56,-3681.61,1852.31,632
640,98.94,98.79,1.3,190,190,56,-3681.61,1850.63,632
641,98.94,98.79,1.3,173,190,56,-3681.61,1850.63,633
642,98.99,98.99,1.6,190,173,46,-2686.71,1866.83,635
643,98.95,98.81,1.32,176,190,56,-3668.51,1864.85,637
644,98.98,98.83,1.3,190,188,54,-3469.55,1867.27,638
645,99.06,98.915,1.29,190,189,53,-3369.99,1872.505,639
646,99.03,98.89,1.3,190,186,49,-2971.83,1873.78,640
647,99.12,98.99,1.3,183,190,56,-3660.21,1883.23,641
648,99.17,99.02,1.3,172,190,56,-3660.21,1884.91,642
649,99.26,99.11,1.3,190,183,49,-2961.89,1894.5,643
650,99.23,99.1,1.3,186,190,53,-3355.69,1896.61,644
651,99.25,99.255,1.59,190,173,43,-2358.09,1909.875,646
652,99.18,99.07,1.3,189,190,44,-2456.51,1902.57,647
653,99.18,99.065,1.29,185,190,49,-2948.61,1905.575,648
654,99.17,99.045,1.29,190,186,45,-2549.85,1907.175,649
655,99.12,99.005,1.29,190,190,45,-2549.85,1905.375,649
656,99.14,99.025,1.29,189,190,46,-2648.23,1906.92,650
657,99.13,99.01,1.3,188,190,48,-2844.95,1907.53,651
658,99.05,98.925,1.29,190,184,42,-2247.53,1907.32,652
659,99.08,98.95,1.34,175,190,52,-3230.73,1914.67,654
660,99.05,98.92,1.3,190,190,52,-3230.73,1913.11,654
661,99.13,99.0,1.3,182,190,60,-4017.53,1922.47,655
662,99.09,99.09,1.6,190,177,50,-3021.63,1932.87,657
663,99.01,98.885,1.29,190,190,50,-3021.63,1922.62,657
664,98.9,98.915,1.57,190,178,40,-2027.43,1929.17,659
665,98.91,98.935,1.55,190,180,30,-1032.83,1935.22,660
666,98.86,98.745,1.37,179,190,40,-2014.23,1935.57,662
667,98.89,98.79,1.3,190,186,36,-1616.47,1939.97,663
668,98.77,98.8,1.54,190,175,26,-623.17,1945.63,665
669,98.83,98.765,1.29,190,188,24,-424.35,1946.01,666
670,98.83,98.77,1.3,190,190,24,-424.35,1946.13,666
671,98.84,98.78,1.3,190,183,17,271.66,1950.92,667
672,98.83,98.79,1.3,190,182,9,1067.18,1956.29,668
673,98.94,99.005,1.47,190,177,-1,2062.88,1963.875,670
674,98.83,98.755,1.45,173,190,9,1081.08,1969.875,672
675,98.94,98.92,1.3,185,190,14,589.73,1974.61,673
676,99.14,99.2,1.48,190,178,4,1587.23,1984.03,675
677,99.06,99.13,1.46,190,173,-6,2584.23,1989.45,677
678,99.09,99.02,1.46,172,190,4,1599.63,1995.71,679
679,99.21,99.2,1.3,190,190,4,1599.63,1996.43,679
680,99.2,99.19,1.3,185,190,9,1106.93,1999.64,680
681,99.1,99.08,1.3,190,187,6,1406.12,2000.6,681
682,99.06,99.045,1.29,190,186,2,1804.88,2002.97,682
683,98.96,98.88,1.44,173,190,12,821.78,2008.34,684
684,98.96,99.02,1.48,190,180,2,1817.58,2015.62,685
685,98.92,98.84,1.44,180,190,12,834.88,2020.96,686
686,98.85,98.82,1.3,185,190,17,344.03,2023.97,687
687,98.94,98.9,1.3,190,190,17,344.03,2025.33,687
688,98.97,98.93,1.3,190,190,17,344.03,2025.84,687
689,99.02,98.98,1.3,189,190,18,245.7,2027.34,688
690,98.97,98.875,1.41,178,190,28,-737.1,2031.4,690
691,98.89,98.825,1.29,190,190,28,-737.1,2030.0,690
692,98.93,98.865,1.29,182,190,36,-1522.86,2036.28,691
693,98.96,98.875,1.29,190,188,34,-1323.82,2037.93,692
694,98.91,98.83,1.3,190,190,34,-1323.82,2036.4,692
695,98.87,98.755,1.37,172,190,44,-2305.22,2040.0,694
696,98.84,98.715,1.35,174,190,54,-3286.12,2044.49,696
697,98.92,98.935,1.57,190,176,44,-2291.72,2061.42,698
698,98.88,98.78,1.3,190,190,44,-2291.72,2054.6,698
699,98.81,98.685,1.35,180,190,54,-3272.32,2056.67,699
700,98.91,98.79,1.3,182,190,62,-4057.44,2067.54,700
701,98.84,98.845,1.59,190,179,52,-3063.94,2076.0,702
702,98.87,98.755,1.29,190,190,52,-3063.94,2071.32,702
703,99.0,98.865,1.33,177,190,62,-4046.34,2083.29,704
704,99.08,98.935,1.31,178,190,72,-5029.24,2094.08,706
705,99.08,98.925,1.29,190,190,72,-5029.24,2093.36,706
706,98.96,98.805,1.29,175,190,72,-5029.24,2084.72,707
707,99.02,98.865,1.29,183,190,72,-5029.24,2089.04,708
708,98.96,98.805,1.29,190,190,72,-5029.24,2084.72,708
709,98.99,98.835,1.29,188,190,72,-5029.24,2086.88,709
710,99.1,98.945,1.29,190,184,66,-4431.7,2098.67,710
711,99.07,98.925,1.29,190,190,66,-4431.7,2097.35,710
712,99.02,99.025,1.59,190,178,56,-3436.5,2108.9,712
713,98.96,98.975,1.57,190,180,46,-2441.6,2111.25,713
714,99.02,98.92,1.3,190,182,38,-1645.04,2113.92,714
715,99.09,99.01,1.3,185,190,43,-2136.84,2120.59,715
716,99.14,99.05,1.3,185,190,48,-2628.84,2125.56,716
717,99.12,99.02,1.3,190,186,44,-2230.16,2126.72,717
718,99.02,98.895,1.35,175,190,54,-3212.96,2127.37,719
719,98.99,98.875,1.29,190,190,54,-3212.96,2126.29,719
720,98.96,98.98,1.56,190,174,44,-2218.06,2137.06,721
721,98.98,98.89,1.3,190,181,35,-1322.2,2138.95,722
722,98.97,98.895,1.29,184,190,41,-1911.7,2142.995,723
723,99.0,99.035,1.53,190,178,31,-916.1,2153.985,725
724,98.98,99.025,1.51,190,174,21,79.5,2159.025,727
725,99.05,99.005,1.29,181,190,30,-805.74,2164.41,728
726,99.1,99.145,1.51,190,172,20,191.16,2174.06,730
727,99.14,99.1,1.3,190,187,17,490.41,2175.11,731
728,99.09,99.055,1.29,190,190,17,490.41,2174.345,731
729,99.02,98.985,1.29,190,182,9,1287.45,2178.315,732
730,99.11,99.09,1.3,190,185,4,1786.15,2182.51,733
731,99.16,99.23,1.46,190,173,-6,2784.15,2188.77,735
732,99.24,99.17,1.46,180,190,4,1798.15,2194.83,736
733,99.13,99.12,1.3,190,190,4,1798.15,2194.63,736
734,99.11,99.1,1.3,190,190,4,1798.15,2194.55,736
735,99.14,99.21,1.46,190,172,-6,2795.95,2200.69,738
736,99.24,99.25,1.3,190,186,-10,3195.55,2203.05,739
737,99.18,99.115,1.47,177,190,0,2210.05,2210.05,741
738,99.3,99.3,1.3,190,184,-6,2809.75,2213.95,742
739,99.22,99.23,1.3,190,190,-6,2809.75,2214.37,742
740,99.15,99.16,1.3,190,185,-11,3308.8,2218.04,743
741,99.1,99.12,1.3,187,190,-8,3013.39,2220.43,744
742,99.22,99.305,1.43,190,178,-18,4012.19,2224.7,746
743,99.2,99.14,1.48,173,190,-8,3026.29,2233.17,748
744,99.16,99.09,1.46,176,190,2,2040.99,2239.17,750
745,99.18,99.175,1.29,190,190,2,2040.99,2239.34,750
746,99.19,99.185,1.29,190,190,2,2040.99,2239.36,750
747,99.19,99.11,1.44,177,190,12,1055.59,2244.91,752
748,99.17,99.145,1.29,190,183,5,1754.12,2249.845,753
749,99.23,99.15,1.44,173,190,15,768.42,2255.67,755
750,99.08,99.05,1.3,190,190,15,768.42,2254.17,755
751,99.12,99.09,1.3,190,190,15,768.42,2254.77,755
752,99.27,99.24,1.3,188,190,17,571.24,2258.32,756
753,99.25,99.22,1.3,190,190,17,571.24,2257.98,756
754,99.21,99.27,1.48,190,178,7,1569.54,2264.43,758
755,99.29,99.205,1.43,180,190,17,583.24,2269.725,759
756,99.34,99.31,1.3,182,190,25,-206.04,2276.71,760
757,99.28,99.235,1.29,190,187,22,93.6,2276.77,761
758,99.33,99.235,1.41,178,190,32,-892.8,2282.72,763
759,99.39,99.285,1.39,177,190,42,-1879.6,2290.37,765
760,99.39,99.315,1.29,190,190,42,-1879.6,2291.63,765
761,99.43,99.355,1.29,182,190,50,-2669.28,2298.47,766
762,99.46,99.37,1.3,181,190,59,-3557.76,2305.07,767
763,99.43,99.455,1.55,190,175,49,-2558.06,2315.235,769
764,99.44,99.355,1.29,187,190,52,-2854.19,2312.27,770
765,99.52,99.43,1.3,190,190,52,-2854.19,2316.17,770
766,99.47,99.35,1.36,173,190,62,-3841.49,2318.21,772
767,99.37,99.26,1.3,186,190,66,-4235.93,2315.23,773
768,99.26,99.28,1.56,190,177,56,-3238.03,2321.65,775
769,99.15,99.055,1.29,183,190,63,-3926.9,2313.565,776
770,99.05,98.94,1.3,188,190,65,-4123.48,2307.62,777
771,99.01,98.9,1.3,190,188,63,-3924.38,2306.32,778
772,99.09,98.985,1.29,190,185,58,-3426.23,2314.9,779
773,99.1,99.0,1.3,183,190,65,-4114.68,2320.32,780
774,98.98,98.87,1.3,190,190,65,-4114.68,2311.87,780
775,98.93,98.8,1.34,179,190,75,-5096.38,2313.62,782
776,98.96,98.835,1.29,190,182,67,-4300.54,2321.405,783
777,98.87,98.74,1.34,178,190,77,-5281.64,2321.34,785
778,98.87,98.88,1.58,190,172,67,-4287.74,2337.22,787
779,98.85,98.74,1.3,188,190,69,-4483.92,2329.14,788
780,98.93,98.95,1.56,190,175,59,-3489.32,2348.73,790
781,98.89,98.765,1.35,175,190,69,-4470.82,2343.965,792
782,98.9,98.785,1.29,184,190,75,-5059.66,2349.215,793
783,98.91,98.775,1.33,177,190,85,-6041.06,2354.815,795
784,98.95,98.815,1.29,181,190,94,-6924.59,2364.02,796
785,98.88,98.73,1.3,186,190,94,-6924.59,2356.03,796
786,98.93,98.78,1.3,184,190,94,-6924.59,2360.73,797
787,98.93,98.78,1.3,186,190,94,-6924.59,2360.73,797
788,98.97,98.82,1.3,186,190,94,-6924.59,2364.49,797
789,98.98,98.98,1.6,186,174,84,-5929.79,2384.53,799
790,99.07,99.08,1.58,190,173,74,-4933.99,2397.93,801
791,99.05,98.935,1.29,190,183,67,-4236.93,2391.715,802
792,99.04,99.065,1.55,190,178,57,-3241.13,2405.575,804
793,99.07,98.98,1.3,190,190,57,-3241.13,2400.73,804
794,99.04,98.95,1.3,190,190,57,-3241.13,2399.02,804
795,99.1,99.135,1.53,190,174,47,-2244.53,2414.815,806
796,99.09,99.02,1.3,188,190,49,-2441.27,2410.71,807
797,99.1,99.025,1.29,185,190,54,-2933.17,2414.18,808
798,99.09,99.125,1.53,190,173,44,-1936.57,2424.93,810
799,99.14,99.075,1.29,190,188,42,-1737.13,2424.02,811
800,99.25,99.295,1.51,190,176,32,-738.83,2438.61,813
801,99.18,99.08,1.4,178,190,42,-1723.73,2437.63,815
802,99.21,99.145,1.29,185,190,47,-2216.23,2443.585,816
803,99.11,99.15,1.52,190,179,37,-1219.33,2449.22,818
804,99.11,99.16,1.5,190,172,27,-222.33,2454.99,820
805,99.04,99.095,1.49,190,179,17,774.17,2458.785,822
806,98.98,98.955,1.29,190,190,17,774.17,2456.405,822
807,98.87,98.845,1.29,182,190,25,-11.43,2459.695,823
808,98.9,98.805,1.41,175,190,35,-993.63,2464.545,825
809,98.9,98.95,1.5,190,180,25,1.37,2475.12,826
810,98.97,98.935,1.29,181,190,34,-883.24,2480.55,827
811,98.94,98.89,1.3,190,190,34,-883.24,2479.02,827
812,98.81,98.765,1.29,187,190,37,-1177.6,2476.705,828
813,98.77,98.82,1.5,190,178,27,-183.9,2484.24,830
814,98.83,98.795,1.29,190,190,27,-183.9,2483.565,830
815,98.83,98.795,1.29,187,190,30,-478.35,2485.5,831
816,98.86,98.765,1.41,172,190,40,-1460.05,2490.55,833
817,98.82,98.765,1.29,190,181,31,-565.36,2496.355,834
818,98.82,98.875,1.49,190,180,21,428.84,2505.215,835
819,98.83,98.8,1.3,190,190,21,428.84,2503.64,835
820,98.81,98.78,1.3,190,190,21,428.84,2503.22,835
821,98.78,98.75,1.3,190,190,21,428.84,2502.59,835
822,98.76,98.73,1.3,190,190,21,428.84,2502.17,835
823,98.75,98.725,1.29,190,190,21,428.84,2502.065,835
824,98.73,98.705,1.29,189,190,22,330.78,2502.29,836
825,98.76,98.73,1.3,183,190,29,-355.78,2507.39,837
826,98.71,98.77,1.48,190,179,19,637.42,2514.05,839
827,98.82,98.795,1.29,188,190,21,441.12,2515.815,840
828,98.89,98.865,1.29,190,190,21,441.12,2517.285,840
829,98.93,98.905,1.29,190,190,21,441.12,2518.125,840
830,98.82,98.795,1.29,190,190,21,441.12,2515.815,840
831,98.9,98.965,1.47,190,179,11,1436.32,2524.935,842
832,98.98,98.965,1.29,190,190,11,1436.32,2524.935,842
833,99.01,98.995,1.29,190,185,6,1934.52,2528.49,843
834,99.03,99.025,1.29,190,190,6,1934.52,2528.67,843
835,99.1,99.175,1.45,190,178,-4,2931.92,2535.22,845
836,99.02,98.945,1.45,179,190,6,1948.12,2541.79,847
837,99.0,98.92,1.44,174,190,16,964.62,2547.34,849
838,99.01,98.925,1.43,175,190,26,-18.78,2553.27,851
839,98.91,98.97,1.48,190,173,16,976.52,2560.04,853
840,98.94,99.005,1.47,190,178,6,1972.22,2566.25,855
841,98.93,98.85,1.44,177,190,16,989.42,2571.02,857
842,98.93,98.91,1.3,190,188,14,1188.54,2573.28,858
843,98.9,98.885,1.29,190,184,8,1785.72,2576.8,859
844,98.9,98.89,1.3,190,190,8,1785.72,2576.84,859
845,98.98,98.97,1.3,190,190,8,1785.72,2577.48,859
846,99.06,99.05,1.3,190,190,8,1785.72,2578.12,859
847,98.97,98.96,1.3,190,182,0,2582.6,2582.6,860
848,98.86,98.785,1.45,177,190,10,1600.5,2588.35,862
849,98.9,98.89,1.3,190,189,9,1700.04,2590.05,863
850,98.98,98.9,1.44,177,190,19,716.84,2595.94,865
851,99.04,99.02,1.3,190,182,11,1514.2,2603.42,866
852,98.98,98.965,1.29,190,190,11,1514.2,2602.815,866
853,98.96,98.945,1.29,190,190,11,1514.2,2602.595,866
854,98.93,99.0,1.46,190,176,1,2509.8,2608.8,868
855,98.9,98.975,1.45,190,179,-9,3505.3,2614.525,870
856,98.9,98.91,1.3,183,190,-2,2817.48,2619.66,871
857,98.81,98.815,1.29,190,190,-2,2817.48,2619.85,871
858,98.83,98.835,1.29,190,190,-2,2817.48,2619.81,871
859,98.76,98.765,1.29,190,190,-2,2817.48,2619.95,871
860,98.79,98.795,1.29,190,189,-3,2916.92,2620.535,872
861,98.78,98.785,1.29,184,190,3,2328.08,2624.435,873
862,98.75,98.745,1.29,190,190,3,2328.08,2624.315,873
863,98.82,98.815,1.29,190,183,-4,3024.3,2629.04,874
864,98.88,98.805,1.45,175,190,6,2041.9,2634.73,876
865,98.8,98.72,1.44,180,190,16,1060.4,2639.92,877
866,98.76,98.745,1.29,185,190,21,569.9,2643.545,878
